"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2010",1.172812,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2011",1.172401,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.9234227,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.9894004,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2014",1.006665,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.920499,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2016",1.096771,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2017",1.065671,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2018",1.108418,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2019",1.008947,
"CAN","EDUPRIVEXP","TRY","PC_GDP","A","2020",1.154651,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.291166,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.2124135,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.2760439,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.2399242,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.2477541,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.245654,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.2449742,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0555085,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0562244,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0535237,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.051324,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0523779,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.053258,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0545752,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0541305,
"CZE","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0607754,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.2332197,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.1077028,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1770544,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2218578,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.235089,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.2378783,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.2518085,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.2542751,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.2541833,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.2430583,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.2287368,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.2229136,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.2154202,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.2082088,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.1999905,
"CZE","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.2049564,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.0873145,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.0862152,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0907127,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0976536,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.1139395,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1118563,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1190884,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0459619,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.046897,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.043964,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0567899,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0523042,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0577563,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0640615,
"DNK","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0630607,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.0095515,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.0362496,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.0546297,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.0708416,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.0814899,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.0889162,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.097861,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.0990549,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.0872719,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.152623,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.1638425,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.195392,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.198524,
"DNK","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.220709,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.0422328,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.0454339,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.0639616,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.0736556,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.0762863,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.074282,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.0762511,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.0701564,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.0706135,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.0619807,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.0585163,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.056618,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.0547928,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.0580363,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.0632837,
"FIN","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.0686658,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0635507,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0769883,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.08201,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.0813967,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0804282,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0805485,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0810036,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0820787,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0827408,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0843237,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0849628,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0845722,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0838559,
"FRA","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0752228,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.2107361,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2516789,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.2470329,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.2624131,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.274154,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.2858957,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.3051404,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.3096292,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.2966614,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.3073233,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.3073555,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.3184532,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.3336636,
"FRA","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.40986919,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.020175,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.015994,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.0172521,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.0175744,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0160466,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0152732,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0170393,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0175523,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0182446,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0166116,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0162406,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0159009,
"DEU","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0125941,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1348889,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.144459,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.161536,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.1593914,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.170022,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.1719194,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.1715096,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.1881391,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.1881889,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.184552,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.1837377,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.2158647,
"DEU","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.2087974,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.1667876,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.1956521,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.1707842,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.1748342,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1703377,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1684082,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0250471,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0253514,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.025608,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0246637,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.024119,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.02412,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0228901,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0218126,
"ISL","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.02354,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.0837261,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.1128157,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.0914145,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.0956096,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.0995114,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.1010325,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.0995311,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.1041217,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.105128,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.1023257,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.1007769,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.1013846,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.0990723,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.0964327,
"ISL","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.1043138,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","1995",0.1303225,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.1137238,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.102497,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0924804,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.1006994,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.180836,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1814777,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0588786,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.057607,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0529958,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0146944,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0154367,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0143649,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0133304,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0128034,
"IRL","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0122129,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.3736203,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.2886328,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.171029,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2341911,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.2453992,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.2695732,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.2664473,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.2249169,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.2665988,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.2840311,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.2970692,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.2852561,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.2646712,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.2414847,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.2217602,
"IRL","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.2075083,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2000",0.0671903,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.1163229,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2008",0.0922485,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2009",0.0963474,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1046566,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.1122869,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0390197,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0437042,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0615255,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0578172,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0500865,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.0534844,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.1280739,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0954685,
"ITA","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.074267,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","1995",0.121766,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2000",0.1835515,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.2228423,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2008",0.2663939,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2009",0.2953997,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.3021785,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.3123318,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.3106086,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.3062336,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.32773,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.3258611,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.3199512,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.3155293,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.3236515,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.3310425,
"ITA","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.36948419,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2005",0.0123501,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2010",0.1983275,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2011",0.013122,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2012",0.0136976,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2013",0.0138757,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2014",0.0140693,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.0137824,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.0137166,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.012767,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.0136913,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.0130352,
"JPN","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0139863,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2005",0.9537196,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2010",0.9650591,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2011",0.9862836,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2012",0.9877929,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2013",0.9843173,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2014",0.9714708,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2015",0.9619399,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2016",0.949002,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.9375935,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2018",0.9242534,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2019",0.9300372,
"JPN","EDUPRIVEXP","TRY","PC_GDP","A","2020",0.88836491,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2015",0.1252414,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2016",0.1190729,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2017",0.1174376,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2018",0.1144408,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2019",0.1163127,
"KOR","EDUPRIVEXP","PRY","PC_GDP","A","2020",0.0557955,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2015",1.093589,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2016",1.024129,
"KOR","EDUPRIVEXP","TRY","PC_GDP","A","2017",0.9636808,
