"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","EDUPUBEXP","TRY","PC_GDP","A","2015",1.19926,
"CAN","EDUPUBEXP","TRY","PC_GDP","A","2016",1.249911,
"CAN","EDUPUBEXP","TRY","PC_GDP","A","2017",1.248397,
"CAN","EDUPUBEXP","TRY","PC_GDP","A","2018",1.217149,
"CAN","EDUPUBEXP","TRY","PC_GDP","A","2019",1.169387,
"CAN","EDUPUBEXP","TRY","PC_GDP","A","2020",1.210443,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","1995",0.5865229,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2000",0.6315706,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2005",0.7647003,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2008",0.8404694,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2009",0.9356198,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2010",0.8853807,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2011",1.077835,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2012",0.9713772,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2013",0.8519494,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2014",0.7778439,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2015",0.7511527,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2016",0.6845585,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2017",0.681298,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2018",0.9094122,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2019",0.916513,
"CZE","EDUPUBEXP","TRY","PC_GDP","A","2020",0.84711123,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","1995",1.593177,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2000",1.482842,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2005",1.603695,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2008",1.515695,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2009",1.701416,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2010",1.68758,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2011",1.695767,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2012",1.468818,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2013",1.540204,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2014",1.56226,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2016",1.786348,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2017",1.587298,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2018",1.595249,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2019",1.644351,
"DNK","EDUPUBEXP","TRY","PC_GDP","A","2020",1.59243,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","1995",1.836061,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2000",1.600166,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2005",1.588786,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2008",1.537551,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2009",1.727368,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2010",1.757051,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2011",1.775771,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2012",1.695554,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2013",1.659276,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2014",1.629648,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2015",1.592316,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2016",1.537382,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2017",1.435572,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2018",1.397002,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2019",1.371959,
"FIN","EDUPUBEXP","TRY","PC_GDP","A","2020",1.446365,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2005",1.072538,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2008",1.121222,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2009",1.210475,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2010",1.188449,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2011",1.156935,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2012",1.131791,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2013",1.138958,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2014",1.140018,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2015",1.138366,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2016",1.114654,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2017",1.119547,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2018",1.123677,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2019",1.11282,
"FRA","EDUPUBEXP","TRY","PC_GDP","A","2020",1.167235,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2005",0.8814559,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2008",0.9259072,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2010",1.021222,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2011",1.031522,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2012",1.030683,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2013",1.025923,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2014",1.033898,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2015",1.018219,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2016",1.014411,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2017",1.00804,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2018",1.032454,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2019",1.03855,
"DEU","EDUPUBEXP","TRY","PC_GDP","A","2020",1.109033,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","1995",0.7780028,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2000",0.8466644,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2005",0.8474066,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2008",0.8514781,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2009",0.9338733,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2010",0.8138608,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2011",0.9354359,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2012",0.6698138,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2013",0.7780202,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2014",0.6507813,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2015",0.5456628,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2016",0.6604713,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2017",0.7035618,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2018",0.722808,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2019",0.6208345,
"HUN","EDUPUBEXP","TRY","PC_GDP","A","2020",0.62446988,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2000",0.9345641,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2005",1.07951,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2008",1.074905,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2009",1.100927,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2010",1.028285,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2011",0.9733869,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2012",1.106254,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2013",1.080411,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2014",1.101267,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2015",1.1058,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2016",1.110522,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2017",1.138857,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2018",1.039984,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2019",1.115631,
"ISL","EDUPUBEXP","TRY","PC_GDP","A","2020",1.242178,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","1995",0.8597054,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2000",1.095972,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2005",0.8966463,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2008",1.107949,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2009",1.268221,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2010",1.168002,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2011",1.098242,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2012",1.144887,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2013",0.9309936,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2014",0.8200776,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2015",0.6778802,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2016",0.6665523,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2017",0.6140575,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2018",0.5958452,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2019",0.5698551,
"IRL","EDUPUBEXP","TRY","PC_GDP","A","2020",0.56698519,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","1995",0.5913726,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2000",0.6335858,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2005",0.6075383,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2008",0.641295,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2009",0.6445708,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2010",0.6306764,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2011",0.6193513,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2012",0.6018897,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2013",0.6276676,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2014",0.6072653,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2015",0.5687661,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2016",0.5426367,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2017",0.5551374,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2018",0.5584719,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2019",0.55187,
"ITA","EDUPUBEXP","TRY","PC_GDP","A","2020",0.62279528,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2005",0.4538096,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2010",0.504977,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2011",0.4567796,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2012",0.4773678,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2013",0.5189706,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2014",0.4958162,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2015",0.4539682,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2016",0.4175691,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2017",0.4258072,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2018",0.4376323,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2019",0.4504376,
"JPN","EDUPUBEXP","TRY","PC_GDP","A","2020",0.48993641,
"KOR","EDUPUBEXP","TRY","PC_GDP","A","2015",0.6187198,
"KOR","EDUPUBEXP","TRY","PC_GDP","A","2016",0.6165027,
"KOR","EDUPUBEXP","TRY","PC_GDP","A","2017",0.5939833,
"KOR","EDUPUBEXP","TRY","PC_GDP","A","2018",0.6220148,
"KOR","EDUPUBEXP","TRY","PC_GDP","A","2019",0.580065,
"KOR","EDUPUBEXP","TRY","PC_GDP","A","2020",0.6731475,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","1995",0.6515815,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2000",0.6835283,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2005",0.7917242,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2008",0.8434395,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2009",0.9574725,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2010",0.9435381,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2011",0.8418399,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2012",0.9093491,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2013",0.9502726,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2014",1.006192,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2015",1.000667,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2016",0.9432187,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2017",0.8313277,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2018",0.8207449,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2019",0.7744623,
"MEX","EDUPUBEXP","TRY","PC_GDP","A","2020",0.83505893,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","1995",1.160544,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2000",0.9689017,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2005",1.033781,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2008",0.9983744,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2009",1.089515,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2010",1.120781,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2011",1.125165,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2012",1.143302,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2013",1.153453,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2014",1.15734,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2015",1.154288,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2016",1.143769,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2017",1.128303,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2018",1.135061,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2019",1.141498,
"NLD","EDUPUBEXP","TRY","PC_GDP","A","2020",1.2073669,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2000",0.8027696,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2005",0.9632177,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2008",1.089103,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2009",1.118528,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2010",1.102441,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2011",1.041047,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2012",0.9889881,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2013",0.9803035,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2014",0.9693214,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2015",0.9695008,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2016",0.9294819,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2017",0.9060751,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2018",0.9055418,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2019",0.9056025,
"NZL","EDUPUBEXP","TRY","PC_GDP","A","2020",0.95224458,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","1995",1.805103,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2000",1.60605,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2005",1.675652,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2008",1.506286,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2009",1.595239,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2010",1.560369,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2011",1.545856,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2012",1.518847,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2013",1.542566,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2014",1.610815,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2015",1.673187,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2016",1.791,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2017",1.789086,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2018",1.810491,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2019",1.797895,
"NOR","EDUPUBEXP","TRY","PC_GDP","A","2020",1.8174779,
"POL","EDUPUBEXP","TRY","PC_GDP","A","1995",0.7952014,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2000",0.7002658,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2005",1.162004,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2008",1.019805,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2009",1.034234,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2010",1.021205,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2011",0.9680864,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2012",0.9910204,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2013",1.081434,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2014",1.057037,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2015",1.086879,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2016",0.9371338,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2017",0.956782,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2018",0.9419163,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2019",1.003153,
"POL","EDUPUBEXP","TRY","PC_GDP","A","2020",1.04294,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","1995",0.8199822,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2000",0.8740613,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2005",0.8378405,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2008",0.7728194,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2009",0.8785128,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2010",0.9102976,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2011",0.8535207,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2012",0.670371,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2013",0.7363031,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2014",0.7698035,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2015",0.7491929,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2016",0.7073579,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2017",0.6994142,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2018",0.6794092,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2019",0.6893417,
"PRT","EDUPUBEXP","TRY","PC_GDP","A","2020",0.76751667,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","1995",0.6873221,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2000",0.683295,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2005",0.6783239,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2008",0.6088505,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2009",0.6176396,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2010",0.6124073,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2011",0.7233254,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2012",0.7363314,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2013",0.7979369,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2014",0.8081117,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2015",1.220842,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2016",0.694578,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2017",0.6541665,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2018",0.6295441,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2019",0.6610028,
"SVK","EDUPUBEXP","TRY","PC_GDP","A","2020",0.77710462,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","1995",0.7292805,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2000",0.8306078,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2005",0.851014,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2008",0.9418286,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2009",1.018049,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2010",1.03082,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2011",1.005349,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2012",0.9129838,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2013",0.8834365,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2014",0.8571127,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2015",0.8514441,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2016",0.8167983,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2017",0.8288375,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2018",0.8180658,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2019",0.8345178,
"ESP","EDUPUBEXP","TRY","PC_GDP","A","2020",0.95808011,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","1995",1.348928,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2000",1.338537,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2005",1.304841,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2008",1.278797,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2009",1.423215,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2010",1.428514,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2011",1.39363,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2012",1.421708,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2013",1.435052,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2014",1.42181,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2015",1.352481,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2016",1.347826,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2017",1.316297,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2018",1.311506,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2019",1.295609,
"SWE","EDUPUBEXP","TRY","PC_GDP","A","2020",1.344726,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","1995",1.017203,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2000",1.022975,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2005",1.24404,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2008",1.024785,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2009",1.139327,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2010",1.134911,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2011",1.173332,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2012",1.19878,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2013",1.203009,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2014",1.25251,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2015",1.248708,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2016",1.235224,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2017",1.260985,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2018",1.249274,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2019",1.264791,
"CHE","EDUPUBEXP","TRY","PC_GDP","A","2020",1.345871,
"GBR","EDUPUBEXP","TRY","PC_GDP","A","2012",0.967491,
"GBR","EDUPUBEXP","TRY","PC_GDP","A","2013",0.5973952,
"GBR","EDUPUBEXP","TRY","PC_GDP","A","2014",0.4841365,
"GBR","EDUPUBEXP","TRY","PC_GDP","A","2015",0.4742436,
